mdsX,mdsY
-0.08221798128045844,0.44951693093522604
-0.3489121918242574,0.09837786151966237
-0.07638185077750556,-0.4520812235178935
0.16929786872258276,0.4359287069680484
0.20044316884049934,-0.14253120032939715
-0.4162968573150542,-0.0913704401326561
-0.13452388945182484,-0.20166289918677252
0.22721233876892005,0.41192060739901665
-0.30289608575093113,-0.18853423213330248
-0.32923688042616084,-0.19572941954555678
-0.355155845127872,0.2697220424752542
0.14794569398488225,-0.4419156362353347
-0.22392359325327715,-0.12557827162316373
-0.2065393647806634,-0.39784312656822024
-0.007218646769846738,0.13560954891764918
-0.09614654522449625,0.4025499555788832
-0.0715555609456613,-0.4156285737637392
-0.1107553386087114,-0.3221242359779579
0.24029709120552828,-0.2558744851367246
-0.3464189046168347,-0.04984346338925319
0.3001051842931468,-0.26748297614806044
0.12141032146678445,0.1771242686007811
0.04840989768354927,0.4015441313868912
0.2942423500852917,-0.3022251916881041
-0.1971678913337685,-0.3907088126446488
0.2536541085387807,-0.17365205516415846
0.15227168544244743,-0.3582914698113227
-0.006526817743932482,-0.45676220209296703
0.13342193134324096,-0.11803500047189455
0.2804346360016121,-0.3686157675672827
-0.049977811446639424,0.2567334021807041
0.2647038350084217,-0.28188492615113375
0.32556118959392916,0.23101789191792874
-0.16623410518485676,-0.18799103224990776
-0.36629920099577234,0.26768577792771014
0.2806892870792927,-0.32546951252893974
-0.38585966793453286,-0.19031404383966014
0.24318409705820968,0.37826485687866734
0.05175876550645336,-0.4105231225489226
-0.22774907127441835,0.16792883798667657
-0.2846593744212818,-0.34356478918611183
0.0926691743332891,-0.13015405033413885
-0.3085651022940756,-0.18518662399693486
-0.30888685814382205,0.22513343579389544
-0.18073241613724333,-0.4136950357716704
0.4006051847016931,-0.27601608855484727
0.3528483286007886,-0.3143277294724155
-0.2737927660668861,-0.07678078195795807
0.4111474852982602,-0.1616217569304936
0.14903608952373718,0.41625509364495683
0.4491492231553126,-0.14147892180995256
0.033986351550784485,0.44684212872743156
0.3514191601831642,0.2664512769679432
-0.387787840746785,0.06850083733107261
0.05374475020584703,-0.4522662105360658
-0.22407052453989756,0.28621806633771585
0.08203241257136064,0.4505360655691421
-0.11827717116389687,0.4441596401150962
0.16089213921273574,0.15284731570800741
0.45726077108584345,0.0004338122671969815
0.4308716271924496,-0.17746205119847752
-0.11404214497177202,0.4520367517893544
0.3901896176706658,-0.08952160502159082
-0.13524258667963343,-0.06812174111419045
0.35161497095785516,-0.30275393098548076
-0.23948865783400414,0.40590564025608544
-0.2298731907942086,0.41562062857665794
-0.2477751603976932,0.34714118372071623
0.430024443161504,0.2159894633954913
0.4202545965332976,0.22812353254541246
0.1147761306208717,0.2335996597176018
-0.1002845554883893,-0.2546475749175339
-0.2525911285711637,-0.2721425519303679
-0.42328865817290195,0.034160981959387694
-0.25072718096007485,-0.3473254647045641
0.04233702922765352,0.3079753659953712
-0.3201581263759242,-0.3629824301184544
0.07758334098821332,-0.2039532299545659
-0.37678331357551237,-0.18116188002208905
0.32034649234898793,0.3750637907583449
0.2637318826282901,0.25576491316721467
0.4382607096141613,-0.14891202285808863
0.39397202807752,-0.2548094453619296
0.1321379528410259,0.38348207125445494
-0.08246641725738119,-0.3869926440476559
0.4670902832177978,-0.06989400350281091
-0.34867923660560113,0.3329014262999242
0.3913851263305585,-0.2515883647221062
0.40543484140139924,-0.11375904022861615
0.380312154174339,0.25720670000792606
0.34437507831078856,0.36120569093450167
0.38795468601723965,-0.28965400204928204
0.3862391403879179,0.04281096583797784
-0.32592914554948477,-0.31643046871678376
0.07472502765387498,-0.19023091992640354
-0.36163872398581565,0.11676407812484653
-0.21483312684436856,-0.24697725401613252
0.07126365936201047,-0.22257151607837936
-0.32357186705315044,0.12577488377243298
0.07209987374762736,0.18626487545715362
-0.467345392655881,0.01127215075636327
-0.4468948763235482,0.1414687479981861
0.2895596885984056,0.3849965800639301
-0.19696542857452548,-0.4345153307370437
0.16613492458186405,-0.3922097914437045
0.19783687535265376,-0.43000392457693976
-0.41822776848768045,-0.15538637352694304
0.38241647115170485,0.3192349445781626
-0.32790930811070074,0.3425361534135839
0.19124980166742792,0.2250075455934677
0.14180376312643383,-0.425780012160218
0.25501950045462896,-0.05742695835846369
0.1957977873980371,0.3432105702555115
-0.35162492215585167,-0.35750303874310124
-0.1849504695078771,-0.2607243508392465
0.3841559939576654,-0.04094349220997166
-0.42087830630100054,0.18549475401876708
-0.1712975307548317,-0.3889366418062993
-0.41088454408334596,0.00788165050435557
0.3007908465782093,-0.3712137753711142
0.21306397814176095,-0.40066359461819895
0.11212377407659113,0.42892475271557023
0.17070261638346398,0.4067220673987011
0.11567635287487663,0.33178708643584737
-0.17689422380097022,-0.04642250061440474
0.42781757878518273,0.23373935328920115
-0.16647425502962004,0.3059241508992141
0.24738435964141828,0.3458900143877481
-0.37494839158744026,0.12257764033314297
-0.21393229353108595,0.4335642458039942
-0.45667200750567816,-0.10298879495562033
0.014461061316437285,0.4248796050802519
-0.1527145699329266,0.2988330548028621
-0.20184637927972598,0.011891042525172825
-0.42349691889385316,-0.046560469024853605
-0.1668645824115442,-0.442986884111456
0.24128162982744575,0.02562467619995823
0.3976315058555913,-0.18085460347692908
-0.32477962739005084,0.09945378987448669
0.3538620349036272,0.27541283065809713
-0.14324928232551,0.15130144120845193
-0.27494123051886504,0.1106596154372639
0.4310701451768217,-0.09233591814219858
-0.25890759706721805,0.18267632594010058
0.07252943018215875,-0.24815064530115735
-0.19112973377092224,-0.4049138068625445
0.2734826232336414,0.18479679684626357
-0.18624178810928033,0.01798322777901923
0.3472933550775189,-0.2932120355497773
-0.37406526861404554,0.31949386950859654
-0.1381198203589816,-0.3356145066788611
-0.03384395002712491,-0.3737331309603395
0.027118958161686663,0.39416422441664006
-0.3331764317343527,-0.13903830487679678
-0.1630233534522734,0.12970740642992773
0.17633685597093496,-0.016654331746513713
-0.3810236404854864,0.10308835694246347
0.4527097245035113,-0.16717164372790544
-0.1702541335293558,-0.40501686525077424
-0.12966179544487144,-0.21947525226952916
0.09443394932467848,0.2511929862263032
-0.03151254296364595,-0.23509600200395597
-0.04574870482995912,-0.26878589237521805
-0.1753051912302077,0.3804576042297363
-0.16818982628511633,-0.014487117463625432
0.09092277099717112,-0.11583233906128523
0.27925371810506905,0.06881412872739937
-0.27116520111800524,-0.1645743123447082
-0.20870012727744897,0.11921604670328749
0.45560282852335543,-0.16579846463026798
0.2651371256446563,-0.37428903373977424
-0.0882040932421017,0.08310656896102292
0.3835990114961478,-0.3332248571191872
0.39276186558416776,-0.2670216047618345
0.24848300905836837,-0.2454697497147035
0.22427082855821467,0.2573618589824209
0.4228182162385999,-0.26144350513882625
-0.13028086404554703,0.3605894159321054
-0.19018162629814914,-0.37833397611144076
-0.1630589643590332,0.45251111877158856
0.390462191856265,-0.22121937266991867
-0.16975790987587902,0.3793631958198327
-0.38262944115345904,0.16759110127412621
-0.11911063612543141,-0.29424190410775647
0.004828311449432024,-0.32213111998531213
0.10412119554319768,-0.4287244311873598
-0.38410219341088636,0.22009135142512096
0.286486406685935,0.24743801708661423
0.433623806548818,0.058942408641287976
0.08997473166190059,0.3629028919077893
0.38553767981509396,0.2481348543293582
-0.26751702971679864,0.2409420374860411
0.19213085473811584,-0.06705239264236651
0.40208988688290026,0.30359028413642436
0.18973071301787783,0.45816710792946447
0.3437115253240779,0.3730194434550334
0.09421528941562693,-0.09547286747840823
0.4543542191662532,0.18876917214987265
0.11885063755936505,-0.38162653838420013
0.28808508254971665,0.38419516866488634
-0.290509730596923,0.37719185615530465
0.44519956908390973,-0.14687340440413044
-0.00617949242268444,-0.19748977499380532
-0.20231424495298952,0.11091605011875005
-0.28198279251880504,0.03475963654758112
-0.15281906058442338,0.146486803747024
0.3073466738653816,-0.1764656504788903
-0.3406682346729404,-0.3333609023937105
-0.2234998897110308,-0.03271305581679553
0.1795724782949337,-0.15018546199097998
0.40944685039892015,0.2843755500920057
-0.027555692193613757,-0.3127975206638568
0.21278877404237367,-0.2704939285315523
0.48218177227064635,-0.024232843635421955
0.42540566519914413,0.03891496092850876
0.018597829500999606,-0.33440524568800567
-0.15786120570684686,0.19557279807598826
0.2195815536425433,-0.010587312760459686
-0.18296768316020626,-0.31759778525446847
0.18779037249196953,0.12930368934146103
0.22900747722879736,0.1888205541241972
-0.13603708236937173,0.10853510265567108
0.4317094011024249,0.18135537968192367
0.021804858308436613,-0.20665548367044212
-0.030359409468836397,-0.4724673974608687
-0.4001967062656424,-0.3317330062935202
-0.05441895154603947,-0.29471349513876416
-0.29621332722206206,0.40979883497774694
-0.2565082572474234,-0.30564295624282384
0.3894129212638793,0.3490031797773311
-0.19689975666216755,-0.078527252658727
-0.21136869112348064,0.04037465670226845
0.4496439495032931,0.06794438175196466
0.06853895936049977,-0.3526046402054124
0.0958380108975761,-0.17109686231662283
0.37099120714075523,-0.13287400023892282
-0.04322329991945776,-0.45190595635352565
